ID,Date,SalePrice,PropertyID,PropertyType,Bedrooms,Bathrooms,SqFtTotLiving,SqFtLot,YrBuilt
8322,6/16/09,1293000,2652501970,Single Family,4,3.5,3580,4725,2008
8323,6/20/12,1220000,2652501970,Single Family,4,3.5,3580,4725,2008
8324,4/18/06,459000,2652502170,Single Family,4,3.5,2650,3600,2007
8325,2/23/10,978000,2652502170,Single Family,4,3.5,2650,3600,2007
8326,5/15/09,712500,2652502180,Single Family,4,2.25,2110,3600,1908
8327,5/15/09,629500,2653000005,Single Family,4,2.75,2600,2750,1936
8328,4/4/08,270000,2658000215,Single Family,2,1,820,4860,1955
8329,5/14/15,215000,2658000245,Single Family,3,1,1130,6000,1958
8330,9/7/06,283600,2660500035,Single Family,2,2.5,1900,4400,1906
8331,9/6/12,248000,2660500155,Single Family,2,1.75,1010,5500,1911
8332,12/24/10,139000,2660500267,Townhouse,2,1.75,960,1169,2008
8333,11/5/07,330000,2660500326,Single Family,2,1,1050,5500,1927
8334,1/4/07,240000,2660500350,Single Family,3,1.75,1880,21896,1956
8335,12/4/09,285000,2660500414,Townhouse,3,1.5,1310,1306,2007
8336,10/22/09,284950,2660500416,Townhouse,3,1.5,1310,1306,2007
8337,8/7/07,472000,2660500506,Single Family,4,2.25,2140,4116,1909
8338,7/12/07,750000,2663000345,Single Family,4,2.5,2390,4200,1924
8339,1/23/08,417000,2672300070,Single Family,3,1.75,1760,8681,1979
8340,8/15/06,369950,2676500080,Single Family,4,2.5,2100,4237,2006
8341,1/22/10,225000,2676500080,Single Family,4,2.5,2100,4237,2006
8342,4/24/06,406000,2676500140,Single Family,4,3,2460,9189,2006
8343,2/27/07,455000,2676500140,Single Family,4,3,2460,9189,2006
8344,5/15/06,349950,2676500150,Single Family,4,2.5,2100,4333,2006
8345,6/8/06,369950,2676500180,Single Family,4,2.5,2180,5077,2006
8346,5/18/06,349950,2676500190,Single Family,3,2.5,1890,4989,2006
8347,1/12/10,279950,2676500190,Single Family,3,2.5,1890,4989,2006
8348,4/3/06,349950,2676500220,Single Family,4,2.5,1770,7968,2006
8349,5/25/06,330000,2678100025,Single Family,2,1,1240,6727,1954
8350,6/9/08,650000,2680700170,Single Family,4,2.5,2440,8846,1976
8351,7/19/07,550000,2680700270,Single Family,4,1.75,2100,9127,1976
8352,8/22/08,565000,2680700270,Single Family,4,1.75,2100,9127,1976
8353,5/23/07,680000,2680700280,Single Family,4,1.75,1790,8372,1976
8354,1/16/07,379950,2685600090,Single Family,3,1.5,1030,6969,1921
8355,2/2/12,269950,2690100170,Townhouse,3,2.5,1960,1477,2012
8356,7/10/12,272950,2690100180,Townhouse,3,2.5,2000,1284,2012
8357,8/18/11,269950,2690100210,Townhouse,3,2.5,2000,1396,2011
8358,5/30/06,205000,2690600005,Single Family,4,3,1980,6141,1920
8359,6/15/09,579900,2695450040,Single Family,4,2.5,2850,7215,2009
8360,2/22/10,599990,2695450200,Single Family,4,2.75,2780,7491,2009
8361,8/31/07,392500,2695600030,Single Family,3,1,1190,4494,1954
8362,4/22/08,415000,2695600030,Single Family,3,1,1190,4494,1954
8363,6/26/06,453150,2695600065,Single Family,3,1.75,1770,7942,1950
8364,3/10/06,375000,2695600075,Single Family,2,1.75,1470,5225,1948
8365,10/24/11,300000,2695600160,Single Family,3,2.75,2760,4488,2013
8366,4/23/13,350000,2695600190,Single Family,2,1,940,4264,1949
8367,4/29/09,390000,2695600455,Single Family,2,1,1160,5038,1942
8368,3/29/10,385000,2695600490,Single Family,3,1,1500,4899,1941
8369,11/6/06,439950,2695600505,Single Family,4,1,1500,6388,1951
8370,4/3/06,357500,2695600510,Single Family,3,1,980,5416,1951
8371,7/13/06,397000,2697100010,Single Family,5,2.25,2700,8398,1962
8372,5/13/15,165000,2698200010,Single Family,3,1,1380,7334,1981
8373,2/7/06,315000,2698200050,Single Family,3,1.75,1410,10903,1981
8374,11/20/07,535600,2708100290,Single Family,2,1,1230,4080,1911
8375,3/18/10,365000,2708100440,Single Family,3,1.75,1370,4000,1909
8376,10/12/09,514950,2708100515,Single Family,3,2.25,1880,3000,1906
8377,2/22/06,581500,2708450020,Single Family,4,2.5,3236,9608,2005
8378,1/12/06,595950,2708450080,Single Family,4,2.5,3178,10197,2005
8379,5/20/06,665000,2708450150,Single Family,4,2.5,3552,9657,2006
8380,1/23/06,670000,2708450160,Single Family,4,2.5,3536,9656,2005
8381,1/26/09,405000,2710600045,Single Family,3,1.75,1550,4708,1949
8382,8/28/06,411000,2710600070,Single Family,2,1,1050,5671,1949
8383,6/16/10,438000,2710600080,Single Family,4,2,1720,6099,1949
8384,4/17/06,390500,2710600125,Single Family,2,1,880,5883,1949
8385,8/11/10,1025000,2716600015,Single Family,5,4.5,3690,7250,2006
8386,7/5/06,450000,2716600225,Single Family,2,1,770,3600,1930
8387,8/29/06,665000,2716600265,Single Family,4,1.75,2580,8191,1952
8388,4/26/06,495000,2717500100,Single Family,4,2.5,2100,7349,1993
8389,3/18/08,350000,2719100005,Townhouse,3,1.5,1280,1278,2007
8390,3/27/08,375000,2719100009,Townhouse,3,1.5,1480,1686,2007
8391,12/27/07,379500,2719100011,Townhouse,3,1.5,1570,1132,2007
8392,3/11/08,379500,2719100013,Townhouse,2,1.5,1480,1349,2007
8393,8/27/12,415000,2719100030,Townhouse,3,2,1550,1187,2013
8394,1/8/07,650000,2719100035,Townhouse,3,3.5,1900,1562,2008
8395,5/3/13,389000,2719100039,Townhouse,3,2,1430,1778,2013
8396,7/30/07,625000,2719100040,Townhouse,3,2,1780,1514,2012
8397,2/12/13,419000,2719100042,Townhouse,3,2,1890,1599,2012
8398,5/23/08,995000,2719100080,Single Family,5,3.25,3470,5040,2008
8399,10/23/12,338500,2719100135,Single Family,3,1.75,900,5900,1926
8400,5/9/12,190000,2719100145,Single Family,4,2.5,3090,5900,2013
8401,6/20/11,490450,2719100320,Single Family,3,2,2180,5900,1942
8402,4/28/08,559000,2719100330,Single Family,3,2.25,1800,6314,1948
8403,2/16/06,310000,2720069019,Single Family,3,1.75,1120,98445,1917
8404,11/3/14,316000,2720069019,Single Family,3,1.75,1120,98445,1917
8405,3/7/06,270000,2721049046,Single Family,4,4.25,2890,31798,1926
8406,9/14/06,459950,2721049046,Single Family,4,4.25,2890,31798,1926
8407,1/24/08,345000,2721049046,Single Family,4,4.25,2890,31798,1926
8408,7/28/10,298450,2721049046,Single Family,4,4.25,2890,31798,1926
8409,6/12/07,300000,2721059162,Single Family,4,2.5,2170,27442,1962
8410,12/4/08,280000,2721059162,Single Family,4,2.5,2170,27442,1962
8411,2/8/06,188500,2721059168,Single Family,3,1,1000,8276,1961
8412,6/26/06,245700,2721059168,Single Family,3,1,1000,8276,1961
8413,10/3/13,182600,2721059168,Single Family,3,1,1000,8276,1961
8414,7/13/06,479990,2721059181,Single Family,3,2.5,2280,65340,1979
8415,10/27/09,885000,2721600125,Single Family,5,2.75,3770,5618,1923
8416,5/23/06,333150,2722049106,Single Family,3,1.75,1340,47044,1980
8417,12/7/06,249600,2722049179,Single Family,3,1,1100,7840,1967
8418,1/18/11,195000,2722049218,Single Family,4,2.5,2250,12000,1985
8419,6/12/07,270000,2722049238,Single Family,2,1,1360,24541,1947
8420,12/8/06,789500,2722059075,Single Family,3,2.75,2720,31314,1986
8421,12/3/13,450000,2722059075,Single Family,3,2.75,2720,31314,1986
8422,8/25/06,700000,2722059087,Single Family,3,3,2260,13587,1923
8423,5/19/10,300000,2722059096,Single Family,3,2.5,2580,8138,2001
8424,1/12/10,269900,2722059141,Single Family,2,1.5,2370,19602,1957
8425,3/14/06,432400,2722059170,Single Family,4,3,2692,39374,2005
8426,8/28/07,343500,2722059231,Single Family,4,2.5,2200,9535,1969
8427,7/19/10,262000,2722059320,Single Family,3,2.5,1815,5727,2010
8428,10/22/09,299950,2722059322,Single Family,4,2.5,2223,5780,2010
8429,10/18/06,390000,2723069023,Single Family,3,1.75,1730,36376,1981
8430,4/3/14,643000,2723069052,Single Family,3,2.25,2600,220300,1977
8431,4/16/14,725000,2723069082,Single Family,4,2.25,2510,133729,1977
8432,4/3/14,565000,2723069132,Single Family,4,2.5,2580,112384,2007
8433,8/26/08,609999,2723089101,Single Family,4,2.5,3220,38240,2007
8434,7/6/12,270000,2723089104,Single Family,3,2.25,1540,17424,1992
8435,10/10/06,975000,2723500010,Single Family,5,2.5,3160,12680,1961
8436,3/23/15,160000,2724049057,Single Family,2,1,820,4000,1930
8437,1/19/06,349950,2724049131,Single Family,6,2,2920,7432,1957
8438,1/10/08,430000,2724049131,Single Family,6,2,2920,7432,1957
8439,6/26/07,406000,2724049157,Single Family,5,3,2150,5332,1977
8440,8/2/14,163800,2724049222,Townhouse,2,2.5,1000,1092,2004
8441,7/5/06,366000,2724069112,Single Family,2,1,1230,6534,1953
8442,10/26/06,270000,2724069120,Single Family,2,1,1030,7405,1959
8443,9/29/08,442500,2724069169,Multiplex,4,3,2180,12196,1968
8444,4/8/08,734500,2724079014,Single Family,3,3.25,2970,234788,1991
8445,7/6/09,1125000,2724079032,Single Family,3,3.25,4550,782176,2004
8446,12/27/13,225000,2724089028,Single Family,3,1,1360,49568,1953
8447,3/16/07,254000,2724200495,Single Family,3,1.75,1490,12452,1954
8448,11/27/06,225000,2724200705,Single Family,2,1,800,8550,1947
8449,3/5/07,855000,2725069121,Single Family,4,2.5,3320,52707,1999
8450,6/19/09,635000,2725069131,Single Family,3,2.5,2950,81675,1985
8451,7/31/06,730000,2725069162,Single Family,4,2.5,2990,9643,2003
8452,8/5/14,785000,2725069164,Single Family,4,3.25,2990,9374,2003
8453,12/14/12,374900,2725079033,Single Family,3,1,1200,112514,1918
8454,11/2/11,385000,2726049145,Multiplex,4,2,1950,7698,1960
8455,6/30/06,172000,2726049184,Single Family,4,3.5,3960,8207,2008
8456,11/13/06,535500,2726059046,Single Family,3,2.5,2180,10690,1947
8457,4/18/06,455000,2726059054,Single Family,3,1.75,1320,5640,1976
8458,1/24/07,1130000,2726059144,Single Family,5,3.75,4570,10194,2006
8459,7/27/06,582500,2726079005,Single Family,4,2.5,2850,217800,2001
8460,8/2/07,547500,2726079102,Single Family,4,2.75,2430,196455,1992
8461,7/18/06,427000,2726700010,Single Family,3,2,1680,6440,1952
8462,4/26/06,365000,2728500100,Single Family,4,2.5,1880,4050,2003
8463,1/2/08,370000,2728500210,Single Family,4,2.25,2080,3645,2003
8464,8/1/06,895000,2731600040,Single Family,7,2.25,4200,9200,1945
8465,4/10/06,283500,2734100327,Townhouse,3,2,1620,1361,2002
8466,6/13/08,291000,2734100335,Townhouse,3,2,1620,1362,2002
8467,6/4/09,215000,2734100342,Townhouse,3,2,1620,1362,2003
8468,4/7/08,190000,2734100380,Single Family,3,1,1360,4000,1920
8469,5/18/08,424000,2734100495,Single Family,3,1,2240,4000,1906
8470,12/14/06,410000,2734101035,Single Family,3,2,1600,6000,1903
8471,1/12/10,400000,2738600140,Single Family,4,2.5,2860,3345,2004
8472,12/8/06,545900,2738600160,Single Family,5,3.5,2970,3995,2003
8473,1/24/11,389000,2738600220,Single Family,3,2.5,2050,4876,2005
8474,3/6/06,579950,2738630040,Single Family,4,2.5,3020,6068,2006
8475,1/25/06,607520,2738630070,Single Family,4,2.5,3240,5224,2006
8476,2/22/06,579950,2738630110,Single Family,5,3.5,4030,6332,2006
8477,5/12/06,589950,2738630130,Single Family,4,2.5,3130,5089,2006
8478,3/23/07,699950,2738640040,Single Family,4,2.5,3310,4839,2007
8479,3/19/07,594950,2738640080,Single Family,4,2.5,3440,3600,2006
8480,4/3/07,584950,2738640090,Single Family,3,2.5,3220,3600,2006
8481,4/13/07,592950,2738640130,Single Family,4,3.5,3220,3600,2007
8482,8/3/07,612950,2738640170,Single Family,4,3.5,3220,3600,2007
8483,3/11/08,609950,2738640210,Single Family,4,2.5,3440,3600,2008
8484,11/13/07,660000,2738640280,Single Family,4,3.5,3700,5001,2007
8485,6/19/07,639950,2738640300,Single Family,5,2.5,3500,3960,2007
8486,6/4/07,629950,2738640310,Single Family,4,2.5,3490,3677,2007
8487,2/1/07,629950,2738640350,Single Family,5,2.5,3500,3600,2007
8488,2/22/07,633950,2738640360,Single Family,5,3.5,3030,3600,2007
8489,7/25/06,578360,2738640370,Single Family,5,2.5,2820,3600,2006
8490,12/13/06,651000,2738640390,Single Family,5,3.5,3110,3600,2006
8491,8/5/08,618000,2738640460,Single Family,5,3.5,3900,6142,2008
8492,6/15/10,555000,2738640470,Single Family,4,3.5,4170,4524,2007
8493,5/9/08,543800,2738650020,Single Family,3,2.5,2450,4160,2008
8494,11/5/08,512000,2738650030,Single Family,3,2.5,2450,3582,2008
8495,2/20/08,588000,2738650070,Single Family,4,2.5,2740,5449,2007
8496,7/30/08,548850,2738650080,Single Family,4,2.5,2530,4642,2007
8497,9/9/13,172500,2739200030,Single Family,5,2.75,3270,9290,2014
8498,7/12/07,374000,2741100485,Single Family,5,2.75,1470,5200,1912
8499,3/16/09,438000,2742100085,Single Family,6,4,2280,5275,1998
8500,2/27/07,400000,2742100090,Single Family,3,1.5,1570,5275,1923
8501,6/21/07,317900,2744600005,Single Family,2,1,950,8250,1950
8502,11/20/09,300000,2744600015,Single Family,2,1,860,7020,1950
8503,3/23/06,558500,2747100014,Single Family,3,1.75,2040,7200,1950
8504,6/4/10,339000,2747100024,Single Family,3,2.5,1940,9000,1948
8505,3/15/07,626500,2749600080,Single Family,4,2,1720,4800,1941
8506,11/4/09,1150000,2749600085,Single Family,4,3.25,3810,4800,2008
8507,5/16/06,540000,2749600095,Single Family,3,1.5,1700,4800,1924
8508,3/26/07,686000,2749600175,Single Family,4,2,1920,4800,1926
8509,10/24/08,875000,2754700035,Single Family,5,3.5,3420,4216,2008
8510,3/20/08,985000,2755200115,Single Family,5,3.5,3800,6394,2007
8511,1/10/06,378000,2759500095,Single Family,3,1.5,1360,8272,1958
8512,6/28/06,441000,2759500095,Single Family,3,1.5,1360,8272,1958
8513,4/20/06,432000,2759500130,Single Family,4,2,2330,11115,1958
8514,7/14/06,420950,2760200035,Single Family,4,3.5,2060,3380,2004
8515,11/20/09,493050,2761000045,Single Family,3,2.25,1750,7245,1954
8516,2/28/06,315000,2762300140,Single Family,4,2.75,2020,8785,1976
8517,4/17/07,385000,2762600045,Single Family,4,1.75,2000,15975,1956
8518,11/30/09,275000,2763600060,Single Family,5,2.75,3480,11884,1971
8519,3/29/11,294700,2767600171,Single Family,2,1.5,1010,1968,1906
8520,6/29/11,326000,2767600215,Townhouse,3,2.25,1980,2302,2015
8521,4/23/07,385000,2767600246,Single Family,2,1,1110,3282,1904
8522,8/1/06,554000,2767600320,Single Family,5,2,2320,2846,1926
8523,3/22/11,490000,2767600320,Single Family,5,2,2320,2846,1926
8524,5/23/06,380000,2767600400,Townhouse,3,2.25,2190,2416,2014
8525,5/23/06,325000,2767600404,Townhouse,2,1.5,980,1151,2006
8526,11/13/08,369950,2767600435,Townhouse,3,3.25,1490,1895,2013
8527,12/5/06,435000,2767600514,Townhouse,3,3.25,1720,2175,2006
8528,8/25/08,442000,2767600514,Townhouse,3,3.25,1720,2175,2006
8529,2/3/09,515000,2767600575,Single Family,5,2.75,2100,5000,1926
8530,4/17/06,380000,2767600590,Single Family,3,2,1420,2251,1904
8531,11/21/06,353449,2767600640,Townhouse,2,1.5,1000,1018,2007
8532,1/2/07,350000,2767600641,Townhouse,2,1.5,1000,1000,2007
8533,11/21/06,349950,2767600643,Townhouse,2,1.5,1000,1000,2007
8534,11/20/06,369950,2767600644,Townhouse,2,2.5,1210,1143,2007
8535,11/21/06,365504,2767600646,Townhouse,2,2.5,1110,876,2007
8536,10/16/12,375000,2767600673,Townhouse,3,2.5,1450,1053,2008
8537,5/8/09,355000,2767600677,Townhouse,3,2.5,1410,1151,2008
8538,3/20/09,360000,2767600683,Townhouse,3,2.5,1410,1080,2008
8539,4/26/10,379500,2767600683,Townhouse,3,2.5,1410,1080,2008
8540,2/24/11,320000,2767600685,Townhouse,2,1.5,1160,1118,2007
8541,5/15/08,425000,2767600686,Townhouse,2,1.5,1160,1118,2007
8542,2/8/11,320000,2767600688,Townhouse,2,1.5,1210,1278,2007
8543,2/21/08,760000,2767600945,Single Family,4,3,3050,5000,1900
8544,1/4/06,402000,2767601005,Townhouse,2,2.5,1250,1768,2005
8545,6/14/07,465099,2767601010,Single Family,3,2.25,1880,3367,1910
8546,8/20/08,530000,2767601285,Townhouse,3,2.5,1660,1897,2007
8547,3/26/08,539000,2767601287,Townhouse,3,2.5,1740,1668,2007
8548,3/18/13,533500,2767601287,Townhouse,3,2.5,1740,1668,2007
8549,7/9/08,539000,2767601290,Townhouse,3,2.5,1660,1959,2007
8550,8/29/08,407950,2767601311,Townhouse,3,2.5,1260,1102,2007
8551,6/3/08,410000,2767601312,Townhouse,3,2.5,1260,1102,2007
8552,1/5/06,450000,2767601635,Single Family,2,2,1890,5000,1915
8553,8/27/08,429000,2767601648,Townhouse,3,2.5,1150,1239,2008
8554,2/10/11,299000,2767601653,Townhouse,3,2.5,1150,1059,2008
8555,4/19/07,435000,2767601850,Multiplex,2,2,1290,5000,1945
8556,1/5/06,484940,2767602168,Townhouse,3,2.25,1980,2375,2006
8557,1/9/06,484960,2767602170,Townhouse,3,2.25,2060,2375,2006
8558,10/8/13,566000,2767602170,Townhouse,3,2.25,2060,2375,2006
8559,6/22/07,545000,2767602330,Townhouse,3,1,1520,2410,1904
8560,5/22/09,492500,2767602341,Single Family,4,3.25,2130,2162,2009
8561,12/23/10,364500,2767602344,Townhouse,2,1.5,980,1422,2010
8562,12/15/10,419950,2767602345,Townhouse,3,2.5,1250,1890,2010
8563,2/24/11,369950,2767602350,Townhouse,2,1.5,980,1425,2010
8564,12/14/06,597500,2767602356,Single Family,4,3.5,2140,2278,2005
8565,5/16/07,620000,2767602495,Multiplex,6,2,2510,5000,1961
8566,12/3/08,474950,2767602506,Townhouse,3,3.25,1770,2474,2008
8567,5/21/07,809390,2767602620,Multiplex,6,3.5,2750,5000,1968
8568,11/18/11,374950,2767602645,Townhouse,4,2,1360,2746,1945
8569,8/22/11,379950,2767602646,Townhouse,2,2.25,1380,1170,2011
8570,9/29/11,375950,2767602647,Townhouse,2,2.25,1320,1084,2011
8571,11/27/06,642500,2767602685,Multiplex,6,4.5,2900,5000,1977
8572,1/10/08,650000,2767602854,Townhouse,5,3.5,2160,2323,2007
8573,1/29/08,650000,2767602855,Townhouse,5,3.5,2160,2323,2007
8574,1/8/07,279950,2767603210,Single Family,3,2.5,1790,2375,2007
8575,7/11/08,615000,2767603210,Single Family,3,2.5,1790,2375,2007
8576,4/8/10,387000,2767603215,Townhouse,3,2,1450,2400,1900
8577,4/22/10,465000,2767603250,Townhouse,3,2.25,1550,1919,2003
8578,4/2/08,450000,2767603252,Townhouse,2,3.25,1550,1780,2003
8579,4/13/09,365000,2767603450,Townhouse,3,3.5,1540,1917,2006
8580,12/11/06,550000,2767603475,Townhouse,3,3.25,2120,2176,2006
8581,6/22/09,467500,2767603475,Townhouse,3,3.25,2120,2176,2006
8582,2/15/06,320000,2767603476,Townhouse,3,1.75,1350,1461,2013
8583,4/19/07,415000,2767603505,Townhouse,3,2.25,1170,1249,2014
8584,12/5/06,392950,2767603587,Townhouse,3,2,1320,1308,2006
8585,12/22/11,358350,2767603587,Townhouse,3,2,1320,1308,2006
8586,10/19/06,447000,2767603589,Townhouse,3,3.25,1350,1196,2006
8587,12/4/06,392500,2767603591,Townhouse,3,2.5,1320,1310,2006
8588,3/24/06,369000,2767603608,Townhouse,2,1.5,1170,1274,2001
8589,4/10/07,457950,2767603612,Townhouse,2,2.25,1290,1334,2007
8590,5/12/14,500000,2767603612,Townhouse,2,2.25,1290,1334,2007
8591,3/19/07,449950,2767603613,Townhouse,2,2.25,1270,1332,2007
8592,3/2/07,435123,2767603614,Townhouse,2,2.25,1100,1198,2007
8593,3/24/07,459950,2767603615,Townhouse,2,2.25,1290,1137,2007
8594,4/9/07,489000,2767603753,Townhouse,2,2,1370,1878,2004
8595,2/20/09,410000,2767603800,Townhouse,2,1.75,950,1259,2008
8596,8/30/06,403000,2767603824,Townhouse,2,2.5,1240,1249,2006
8597,6/20/06,395000,2767603826,Townhouse,2,2.5,1200,1251,2006
8598,7/10/06,395000,2767603827,Townhouse,2,2.5,1200,1252,2006
8599,6/24/06,425000,2767603865,Single Family,2,1.5,1290,2500,1907
8600,12/12/07,420000,2767603963,Townhouse,2,1.75,1070,1275,2006
8601,5/10/06,456500,2767604067,Townhouse,3,3.25,1510,1125,2006
8602,4/26/06,455000,2767604068,Townhouse,3,3.25,1510,1126,2006
8603,5/25/06,377300,2767604069,Townhouse,2,2.5,1130,1173,2006
8604,4/17/08,379000,2767604074,Townhouse,2,1.5,1210,1232,2007
8605,11/3/07,477950,2767604076,Townhouse,3,2.5,1270,1112,2007
8606,5/13/10,367500,2767604212,Townhouse,2,2.5,1260,1131,2006
8607,12/22/06,385000,2767604213,Townhouse,2,2.5,1260,1130,2006
8608,1/4/07,421027,2767604214,Townhouse,3,2.5,1430,1368,2006
8609,9/25/06,345000,2767604248,Townhouse,2,1,800,1175,2006
8610,9/14/06,370000,2767604249,Townhouse,2,1.5,920,1079,2006
8611,1/3/07,319000,2767604252,Townhouse,1,1.5,760,779,2006
8612,12/19/06,327000,2767604253,Townhouse,2,1.5,950,865,2006
8613,2/4/08,389000,2767604345,Townhouse,2,2.5,1260,1287,2007
8614,4/28/10,384500,2767604345,Townhouse,2,2.5,1260,1287,2007
8615,11/28/07,430000,2767604348,Townhouse,3,3.25,1460,1222,2007
8616,12/9/08,374000,2767604409,Townhouse,3,2.25,1280,1287,2008
8617,3/18/09,409000,2767604425,Townhouse,3,3.25,1430,1276,2007
8618,6/19/13,450000,2767604425,Townhouse,3,3.25,1430,1276,2007
8619,3/9/09,430500,2767604428,Townhouse,3,3.25,1450,1242,2007
8620,4/15/09,405000,2767604431,Townhouse,3,3.25,1430,1229,2007
8621,5/10/07,454950,2767604558,Townhouse,2,2.25,1170,1313,2007
8622,6/1/07,455000,2767604559,Townhouse,2,2.25,1160,1312,2007
8623,5/1/07,459950,2767604560,Townhouse,2,2.25,1400,1162,2007
8624,1/23/07,540900,2767604590,Townhouse,3,3.25,1530,1461,2006
8625,3/7/07,539000,2767604591,Townhouse,3,3,1530,1613,2006
8626,2/15/07,539950,2767604592,Townhouse,3,3.25,1530,1612,2006
8627,2/20/07,539900,2767604593,Townhouse,3,3.25,1530,1611,2006
8628,8/14/06,419900,2767604599,Townhouse,2,2.25,1260,1129,2006
8629,6/27/06,419000,2767604600,Townhouse,2,2.25,1260,1366,2006
8630,8/21/06,397500,2767604601,Townhouse,2,2.5,1260,1250,2006
8631,7/17/07,404950,2767604613,Townhouse,3,1.5,1090,1189,2000
